meter_id,city,district,community,timestamp,water_usage,flow_rate,pressure,temperature,status,alarm
HZ000261,杭州,上城区,近江家园,2026-08-01 13:00,0.097,7.1,0.38,32.5,正常,0
HZ000262,杭州,萧山区,钱江世纪城社区,2026-08-05 08:00,0.120,9.7,0.32,27.3,正常,0
HZ000263,杭州,钱塘区,下沙社区,2026-08-03 11:00,0.078,7.6,0.38,30.6,正常,0
HZ000264,杭州,临平区,乔司家园,2026-08-02 01:00,0.015,1.3,0.35,29.5,正常,0
HZ000265,杭州,西湖区,翠苑小区,2026-08-02 21:00,0.138,10.0,0.38,27.5,正常,0
HZ000266,杭州,滨江区,钱塘春晓,2026-08-05 02:00,0.020,1.9,0.34,27.7,正常,0
HZ000267,杭州,余杭区,仓前家园,2026-08-04 08:00,0.103,7.9,0.31,27.1,正常,0
HZ000268,杭州,拱墅区,半山家园,2026-08-04 14:00,0.013,1.2,0.28,31.6,正常,0
HZ000269,杭州,上城区,采荷小区,2026-08-05 05:00,0.018,1.1,0.35,28.4,正常,0
HZ000270,杭州,萧山区,北干社区,2026-08-07 01:00,0.015,1.2,0.37,29.6,正常,0
HZ000271,杭州,钱塘区,下沙社区,2026-08-06 04:00,0.025,2.1,0.36,27.7,正常,0
HZ000272,杭州,临平区,乔司家园,2026-08-03 15:00,0.098,8.0,0.37,31.7,正常,0
HZ000273,杭州,西湖区,文新社区,2026-08-06 22:00,0.049,3.3,0.30,27.3,正常,0
HZ000274,杭州,滨江区,白马湖社区,2026-08-01 04:00,0.033,2.2,0.36,28.1,正常,0
HZ000275,杭州,余杭区,良渚文化村,2026-08-03 02:00,0.212,13.5,0.29,31.0,异常,1
HZ000276,杭州,拱墅区,半山家园,2026-08-06 16:00,0.139,10.0,0.29,31.6,正常,0
HZ000277,杭州,上城区,采荷小区,2026-08-02 05:00,0.239,17.2,0.35,30.5,异常,1
HZ000278,杭州,萧山区,宁围佳境,2026-08-01 11:00,0.064,4.5,0.37,30.9,正常,0
HZ000279,杭州,钱塘区,江东家园,2026-08-04 12:00,0.133,9.8,0.35,30.8,正常,0
HZ000280,杭州,临平区,星桥社区,2026-08-03 04:00,0.009,0.8,0.33,30.8,正常,0
HZ000281,杭州,西湖区,转塘家园,2026-08-01 14:00,0.064,4.7,0.30,32.9,正常,0
HZ000282,杭州,滨江区,白马湖社区,2026-08-01 02:00,0.032,2.3,0.28,27.6,正常,0
HZ000283,杭州,余杭区,未来科技城社区,2026-08-07 12:00,0.106,8.3,0.37,31.7,正常,0
HZ000284,杭州,拱墅区,大关小区,2026-08-04 14:00,0.097,7.9,0.30,33.6,正常,0
HZ000285,杭州,上城区,近江家园,2026-08-03 03:00,0.016,1.2,0.30,27.5,正常,0
HZ000286,杭州,萧山区,钱江世纪城社区,2026-08-01 04:00,0.012,0.8,0.38,29.6,正常,0
HZ000287,杭州,钱塘区,大学城北社区,2026-08-07 23:00,0.145,9.5,0.33,27.7,正常,0
HZ000288,杭州,临平区,乔司家园,2026-08-03 07:00,0.068,6.5,0.37,27.7,正常,0
HZ000289,杭州,西湖区,转塘家园,2026-08-02 03:00,0.023,1.6,0.34,30.8,正常,0
HZ000290,杭州,滨江区,滨康小区,2026-08-05 16:00,0.012,1.2,0.37,32.4,正常,0
HZ000291,杭州,余杭区,仓前家园,2026-08-04 05:00,0.009,0.7,0.29,28.7,正常,0
HZ000292,杭州,拱墅区,运河新城社区,2026-08-04 13:00,0.084,5.4,0.30,31.0,正常,0
HZ000293,杭州,上城区,丁兰社区,2026-08-06 22:00,0.054,4.7,0.34,27.7,正常,0
HZ000294,杭州,萧山区,湘湖家园,2026-08-03 11:00,0.022,1.7,0.36,33.7,正常,0
HZ000295,杭州,钱塘区,下沙社区,2026-08-05 18:00,0.122,8.0,0.36,27.3,正常,0
HZ000296,杭州,临平区,星桥社区,2026-08-06 04:00,0.024,1.6,0.31,29.6,正常,0
HZ000297,杭州,西湖区,三墩新天地,2026-08-02 04:00,0.007,0.7,0.35,28.0,正常,0
HZ000298,杭州,滨江区,滨康小区,2026-08-02 00:00,0.028,2.1,0.39,28.6,正常,0
HZ000299,杭州,余杭区,仓前家园,2026-08-02 07:00,0.264,16.9,0.30,29.8,异常,1
HZ000300,杭州,拱墅区,半山家园,2026-08-07 05:00,0.011,1.1,0.32,30.9,正常,0
HZ000301,杭州,上城区,采荷小区,2026-08-02 20:00,0.043,4.3,0.34,27.5,正常,0
HZ000302,杭州,萧山区,宁围佳境,2026-08-04 10:00,0.023,1.6,0.39,28.6,正常,0
HZ000303,杭州,钱塘区,下沙社区,2026-08-01 13:00,0.020,1.6,0.31,30.9,正常,0
HZ000304,杭州,临平区,星桥社区,2026-08-03 17:00,0.141,8.9,0.30,32.4,正常,0
HZ000305,杭州,西湖区,三墩新天地,2026-08-07 09:00,0.028,1.9,0.38,27.9,正常,0
HZ000306,杭州,滨江区,滨康小区,2026-08-05 15:00,0.074,6.8,0.39,31.4,正常,0
HZ000307,杭州,余杭区,未来科技城社区,2026-08-07 14:00,0.040,3.3,0.37,32.9,正常,0
HZ000308,杭州,拱墅区,湖墅家园,2026-08-06 16:00,0.029,2.8,0.39,31.6,正常,0
HZ000309,杭州,上城区,采荷小区,2026-08-06 19:00,0.064,4.9,0.30,30.4,正常,0
HZ000310,杭州,萧山区,北干社区,2026-08-06 05:00,0.001,0.1,0.30,29.0,正常,0
HZ000311,杭州,钱塘区,江东家园,2026-08-07 13:00,0.038,3.6,0.31,30.6,正常,0
HZ000312,杭州,临平区,南苑小区,2026-08-04 06:00,0.025,2.3,0.39,28.1,正常,0
HZ000313,杭州,西湖区,转塘家园,2026-08-07 18:00,0.033,2.3,0.35,29.9,正常,0
HZ000314,杭州,滨江区,钱塘春晓,2026-08-07 22:00,0.026,2.5,0.29,29.4,正常,0
HZ000315,杭州,余杭区,未来科技城社区,2026-08-01 13:00,0.059,5.1,0.29,31.5,正常,0
HZ000316,杭州,拱墅区,湖墅家园,2026-08-01 05:00,0.011,1.0,0.38,28.7,正常,0
HZ000317,杭州,上城区,采荷小区,2026-08-06 08:00,0.237,14.4,0.35,29.8,异常,1
HZ000318,杭州,萧山区,钱江世纪城社区,2026-08-04 03:00,0.012,0.9,0.33,27.3,正常,0
HZ000319,杭州,钱塘区,河庄新苑,2026-08-05 03:00,0.001,0.1,0.37,27.7,正常,0
HZ000320,杭州,临平区,南苑小区,2026-08-07 14:00,0.125,7.8,0.39,33.7,正常,0
HZ000321,杭州,西湖区,翠苑小区,2026-08-02 20:00,0.059,4.1,0.38,30.7,正常,0
HZ000322,杭州,滨江区,钱塘春晓,2026-08-03 01:00,0.023,1.8,0.39,29.6,正常,0
HZ000323,杭州,余杭区,良渚文化村,2026-08-01 05:00,0.008,0.6,0.36,27.7,正常,0
HZ000324,杭州,拱墅区,大关小区,2026-08-05 21:00,0.128,8.7,0.38,30.4,正常,0
HZ000325,杭州,上城区,近江家园,2026-08-01 14:00,0.104,7.3,0.36,31.3,正常,0
HZ000326,杭州,萧山区,北干社区,2026-08-04 11:00,0.077,4.9,0.29,32.0,正常,0
HZ000327,杭州,钱塘区,大学城北社区,2026-08-07 19:00,0.151,10.3,0.29,30.1,正常,0
HZ000328,杭州,临平区,乔司家园,2026-08-01 03:00,0.001,0.1,0.38,29.1,正常,0
HZ000329,杭州,西湖区,三墩新天地,2026-08-05 08:00,0.061,4.3,0.29,28.2,正常,0
HZ000330,杭州,滨江区,江南花园,2026-08-01 00:00,0.028,2.0,0.32,29.6,正常,0
HZ000331,杭州,余杭区,良渚文化村,2026-08-03 12:00,0.093,9.3,0.29,33.4,正常,0
HZ000332,杭州,拱墅区,半山家园,2026-08-01 19:00,0.043,4.0,0.34,27.1,正常,0
HZ000333,杭州,上城区,丁兰社区,2026-08-02 15:00,0.038,2.5,0.29,31.0,正常,0
HZ000334,杭州,萧山区,湘湖家园,2026-08-04 09:00,0.107,7.3,0.37,29.8,正常,0
HZ000335,杭州,钱塘区,河庄新苑,2026-08-01 01:00,0.023,1.5,0.29,28.6,正常,0
HZ000336,杭州,临平区,塘栖人家,2026-08-01 19:00,0.146,9.8,0.34,29.6,正常,0
HZ000337,杭州,西湖区,翠苑小区,2026-08-04 01:00,0.005,0.4,0.35,27.4,正常,0
HZ000338,杭州,滨江区,江南花园,2026-08-05 09:00,0.021,1.5,0.39,27.9,正常,0
HZ000339,杭州,余杭区,闲林山水,2026-08-07 11:00,0.044,3.5,0.32,31.5,正常,0
HZ000340,杭州,拱墅区,运河新城社区,2026-08-06 21:00,0.048,3.1,0.30,29.0,正常,0
HZ000341,杭州,上城区,近江家园,2026-08-04 11:00,0.059,4.8,0.36,30.1,正常,0
HZ000342,杭州,萧山区,钱江世纪城社区,2026-08-07 10:00,0.059,5.2,0.29,27.1,正常,0
HZ000343,杭州,钱塘区,下沙社区,2026-08-06 00:00,0.018,1.2,0.29,30.0,正常,0
HZ000344,杭州,临平区,乔司家园,2026-08-02 11:00,0.092,6.6,0.30,32.7,正常,0
HZ000345,杭州,西湖区,翠苑小区,2026-08-01 18:00,0.054,3.7,0.35,27.7,正常,0
HZ000346,杭州,滨江区,白马湖社区,2026-08-01 08:00,0.045,3.7,0.33,30.3,正常,0
HZ000347,杭州,余杭区,良渚文化村,2026-08-01 05:00,0.010,0.7,0.28,29.0,正常,0
HZ000348,杭州,拱墅区,湖墅家园,2026-08-01 12:00,0.016,1.1,0.35,30.0,正常,0
HZ000349,杭州,上城区,采荷小区,2026-08-02 04:00,0.026,1.7,0.36,29.2,正常,0
HZ000350,杭州,萧山区,湘湖家园,2026-08-06 21:00,0.078,6.0,0.31,29.4,正常,0
HZ000351,杭州,钱塘区,江东家园,2026-08-01 16:00,0.029,1.9,0.39,32.9,正常,0
HZ000352,杭州,临平区,乔司家园,2026-08-06 08:00,0.071,5.6,0.39,28.9,正常,0
HZ000353,杭州,西湖区,转塘家园,2026-08-04 18:00,0.098,7.2,0.30,30.5,正常,0
HZ000354,杭州,滨江区,钱塘春晓,2026-08-06 08:00,0.014,1.0,0.39,28.6,正常,0
HZ000355,杭州,余杭区,闲林山水,2026-08-02 23:00,0.039,2.6,0.38,30.8,正常,0
HZ000356,杭州,拱墅区,大关小区,2026-08-01 10:00,0.039,3.7,0.31,30.8,正常,0
HZ000357,杭州,上城区,丁兰社区,2026-08-07 10:00,0.076,5.6,0.31,29.2,正常,0
HZ000358,杭州,萧山区,宁围佳境,2026-08-01 00:00,0.016,1.3,0.32,30.1,正常,0
HZ000359,杭州,钱塘区,下沙社区,2026-08-06 11:00,0.016,1.1,0.29,30.7,正常,0
HZ000360,杭州,临平区,塘栖人家,2026-08-07 01:00,0.026,2.3,0.18,30.1,异常,1
HZ000361,杭州,西湖区,翠苑小区,2026-08-03 08:00,0.064,4.5,0.29,27.3,正常,0
HZ000362,杭州,滨江区,钱塘春晓,2026-08-04 11:00,0.095,6.8,0.37,31.1,正常,0
HZ000363,杭州,余杭区,闲林山水,2026-08-05 15:00,0.026,2.2,0.28,31.2,正常,0
HZ000364,杭州,拱墅区,湖墅家园,2026-08-01 10:00,0.022,1.6,0.38,28.8,正常,0
HZ000365,杭州,上城区,采荷小区,2026-08-03 20:00,0.118,9.8,0.29,27.3,正常,0
HZ000366,杭州,萧山区,湘湖家园,2026-08-03 00:00,0.003,0.3,0.38,30.0,正常,0
HZ000367,杭州,钱塘区,大学城北社区,2026-08-06 15:00,0.072,5.6,0.31,31.8,正常,0
HZ000368,杭州,临平区,南苑小区,2026-08-02 05:00,0.009,0.8,0.30,30.7,正常,0
HZ000369,杭州,西湖区,翠苑小区,2026-08-03 15:00,0.068,5.9,0.35,31.3,正常,0
HZ000370,杭州,滨江区,钱塘春晓,2026-08-03 19:00,0.118,10.5,0.36,28.1,正常,0
HZ000371,杭州,余杭区,仓前家园,2026-08-03 22:00,0.132,10.2,0.37,29.6,正常,0
HZ000372,杭州,拱墅区,半山家园,2026-08-07 21:00,0.081,6.5,0.38,27.8,正常,0
HZ000373,杭州,上城区,近江家园,2026-08-02 22:00,0.026,2.1,0.30,30.2,正常,0
HZ000374,杭州,萧山区,钱江世纪城社区,2026-08-02 00:00,0.026,1.8,0.36,31.0,正常,0
HZ000375,杭州,钱塘区,下沙社区,2026-08-06 21:00,0.038,3.1,0.30,28.7,正常,0
HZ000376,杭州,临平区,塘栖人家,2026-08-03 07:00,0.120,8.3,0.35,28.6,正常,0
HZ000377,杭州,西湖区,转塘家园,2026-08-05 17:00,0.064,5.1,0.35,34.0,正常,0
HZ000378,杭州,滨江区,江南花园,2026-08-04 08:00,0.057,4.1,0.31,30.8,正常,0
HZ000379,杭州,余杭区,仓前家园,2026-08-05 17:00,0.120,8.5,0.34,32.8,正常,0
HZ000380,杭州,拱墅区,湖墅家园,2026-08-02 00:00,0.025,1.6,0.34,30.9,正常,0
HZ000381,杭州,上城区,望江新园,2026-08-02 17:00,0.100,8.1,0.36,31.0,正常,0
HZ000382,杭州,萧山区,北干社区,2026-08-07 07:00,0.040,3.2,0.37,28.0,正常,0
HZ000383,杭州,钱塘区,江东家园,2026-08-03 12:00,0.015,1.2,0.33,33.8,正常,0
HZ000384,杭州,临平区,塘栖人家,2026-08-02 03:00,0.009,0.7,0.35,27.3,正常,0
HZ000385,杭州,西湖区,三墩新天地,2026-08-07 13:00,0.015,1.1,0.35,33.8,正常,0
HZ000386,杭州,滨江区,钱塘春晓,2026-08-04 05:00,0.016,1.0,0.34,31.0,正常,0
HZ000387,杭州,余杭区,良渚文化村,2026-08-04 01:00,0.032,2.2,0.37,29.8,正常,0
HZ000388,杭州,拱墅区,湖墅家园,2026-08-05 17:00,0.082,7.6,0.38,33.1,正常,0
HZ000389,杭州,上城区,近江家园,2026-08-05 21:00,0.050,4.5,0.38,30.7,正常,0
HZ000390,杭州,萧山区,湘湖家园,2026-08-06 16:00,0.142,9.7,0.30,32.3,正常,0
HZ000391,杭州,钱塘区,河庄新苑,2026-08-02 18:00,0.079,6.8,0.37,29.3,正常,0
HZ000392,杭州,临平区,星桥社区,2026-08-03 12:00,0.016,1.6,0.36,32.8,正常,0
HZ000393,杭州,西湖区,转塘家园,2026-08-06 08:00,0.084,7.7,0.29,29.7,正常,0
HZ000394,杭州,滨江区,白马湖社区,2026-08-03 02:00,0.012,1.0,0.28,30.3,正常,0
HZ000395,杭州,余杭区,未来科技城社区,2026-08-03 03:00,0.023,2.0,0.36,30.9,正常,0
HZ000396,杭州,拱墅区,半山家园,2026-08-02 11:00,0.047,3.2,0.51,31.2,异常,1
HZ000397,杭州,上城区,望江新园,2026-08-03 06:00,0.064,4.0,0.36,27.8,正常,0
HZ000398,杭州,萧山区,钱江世纪城社区,2026-08-04 00:00,0.023,2.0,0.32,27.4,正常,0
HZ000399,杭州,钱塘区,下沙社区,2026-08-03 18:00,0.074,6.0,0.34,28.9,正常,0
HZ000400,杭州,临平区,星桥社区,2026-08-07 12:00,0.039,2.8,0.28,33.6,正常,0
HZ000401,杭州,西湖区,转塘家园,2026-08-07 07:00,0.035,2.9,0.37,30.5,正常,0
HZ000402,杭州,滨江区,钱塘春晓,2026-08-01 01:00,0.004,0.3,0.28,29.6,正常,0
HZ000403,杭州,余杭区,闲林山水,2026-08-06 02:00,0.220,14.9,0.38,29.5,异常,1
HZ000404,杭州,拱墅区,湖墅家园,2026-08-06 13:00,0.122,10.1,0.35,30.6,正常,0
HZ000405,杭州,上城区,采荷小区,2026-08-04 06:00,0.027,2.5,0.31,28.3,正常,0
HZ000406,杭州,萧山区,钱江世纪城社区,2026-08-02 03:00,0.009,0.7,0.35,29.4,正常,0
HZ000407,杭州,钱塘区,大学城北社区,2026-08-02 23:00,0.091,6.8,0.31,29.1,正常,0
HZ000408,杭州,临平区,塘栖人家,2026-08-05 12:00,0.070,5.8,0.29,30.6,正常,0
HZ000409,杭州,西湖区,文新社区,2026-08-01 07:00,0.106,7.7,0.39,29.9,正常,0
HZ000410,杭州,滨江区,滨康小区,2026-08-04 20:00,0.117,7.8,0.38,30.0,正常,0
HZ000411,杭州,余杭区,闲林山水,2026-08-05 10:00,0.123,8.8,0.36,28.2,正常,0
HZ000412,杭州,拱墅区,湖墅家园,2026-08-05 06:00,0.133,9.6,0.31,29.9,正常,0
HZ000413,杭州,上城区,丁兰社区,2026-08-03 17:00,0.070,6.4,0.35,33.2,正常,0
HZ000414,杭州,萧山区,宁围佳境,2026-08-06 14:00,0.028,2.1,0.33,31.5,正常,0
HZ000415,杭州,钱塘区,河庄新苑,2026-08-01 14:00,0.100,9.9,0.37,30.8,正常,0
HZ000416,杭州,临平区,塘栖人家,2026-08-03 21:00,0.139,10.0,0.39,27.9,正常,0
HZ000417,杭州,西湖区,三墩新天地,2026-08-01 15:00,0.169,12.3,0.35,31.4,异常,1
HZ000418,杭州,滨江区,江南花园,2026-08-03 09:00,0.021,1.7,0.35,27.9,正常,0
HZ000419,杭州,余杭区,仓前家园,2026-08-05 20:00,0.105,8.9,0.29,30.9,正常,0
HZ000420,杭州,拱墅区,湖墅家园,2026-08-07 20:00,0.116,8.8,0.36,27.1,正常,0
HZ000421,杭州,上城区,采荷小区,2026-08-07 14:00,0.045,3.1,0.28,32.9,正常,0
HZ000422,杭州,萧山区,钱江世纪城社区,2026-08-05 06:00,0.114,8.3,0.34,30.1,正常,0
HZ000423,杭州,钱塘区,江东家园,2026-08-01 15:00,0.120,8.4,0.38,31.5,正常,0
HZ000424,杭州,临平区,乔司家园,2026-08-07 20:00,0.040,3.8,0.34,27.2,正常,0
HZ000425,杭州,西湖区,文新社区,2026-08-06 02:00,0.017,1.1,0.35,29.6,正常,0
HZ000426,杭州,滨江区,江南花园,2026-08-01 06:00,0.030,2.9,0.33,30.5,正常,0
HZ000427,杭州,余杭区,闲林山水,2026-08-03 05:00,0.028,2.2,0.35,29.8,正常,0
HZ000428,杭州,拱墅区,运河新城社区,2026-08-02 12:00,0.051,5.1,0.29,30.3,正常,0
HZ000429,杭州,上城区,望江新园,2026-08-07 17:00,0.164,10.3,0.37,31.5,正常,0
HZ000430,杭州,萧山区,北干社区,2026-08-04 19:00,0.117,9.9,0.29,29.6,正常,0
HZ000431,杭州,钱塘区,下沙社区,2026-08-05 16:00,0.084,7.5,0.29,31.2,正常,0
HZ000432,杭州,临平区,塘栖人家,2026-08-03 12:00,0.069,6.2,0.38,33.8,正常,0
HZ000433,杭州,西湖区,翠苑小区,2026-08-02 14:00,0.094,9.3,0.31,31.3,正常,0
HZ000434,杭州,滨江区,钱塘春晓,2026-08-03 03:00,0.018,1.1,0.36,29.6,正常,0
HZ000435,杭州,余杭区,未来科技城社区,2026-08-01 21:00,0.043,3.6,0.32,30.0,正常,0
HZ000436,杭州,拱墅区,半山家园,2026-08-05 12:00,0.078,6.1,0.38,33.1,正常,0
HZ000437,杭州,上城区,望江新园,2026-08-02 11:00,0.326,23.0,0.35,32.8,异常,1
HZ000438,杭州,萧山区,宁围佳境,2026-08-02 10:00,0.035,2.6,0.34,30.8,正常,0
HZ000439,杭州,钱塘区,大学城北社区,2026-08-04 18:00,0.065,6.2,0.39,30.6,正常,0
HZ000440,杭州,临平区,乔司家园,2026-08-07 23:00,0.103,7.5,0.29,29.3,正常,0
HZ000441,杭州,西湖区,三墩新天地,2026-08-04 19:00,0.130,9.7,0.31,28.0,正常,0
HZ000442,杭州,滨江区,钱塘春晓,2026-08-02 00:00,0.021,1.5,0.37,28.4,正常,0
HZ000443,杭州,余杭区,未来科技城社区,2026-08-02 23:00,0.094,9.1,0.31,27.8,正常,0
HZ000444,杭州,拱墅区,运河新城社区,2026-08-04 17:00,0.043,3.9,0.33,33.5,正常,0
HZ000445,杭州,上城区,望江新园,2026-08-02 07:00,0.068,4.6,0.35,28.8,正常,0
HZ000446,杭州,萧山区,钱江世纪城社区,2026-08-05 07:00,0.012,0.7,0.50,27.6,异常,1
HZ000447,杭州,钱塘区,下沙社区,2026-08-03 13:00,0.082,5.3,0.35,33.2,正常,0
HZ000448,杭州,临平区,南苑小区,2026-08-05 10:00,0.096,7.2,0.31,28.3,正常,0
HZ000449,杭州,西湖区,翠苑小区,2026-08-02 23:00,0.030,2.0,0.38,30.2,正常,0
HZ000450,杭州,滨江区,江南花园,2026-08-04 05:00,0.003,0.2,0.33,29.6,正常,0
HZ000451,杭州,余杭区,闲林山水,2026-08-01 20:00,0.010,0.7,0.36,27.0,正常,0
HZ000452,杭州,拱墅区,大关小区,2026-08-03 03:00,0.006,0.6,0.29,28.3,正常,0
HZ000453,杭州,上城区,近江家园,2026-08-06 18:00,0.086,5.9,0.39,30.8,正常,0
HZ000454,杭州,萧山区,湘湖家园,2026-08-03 14:00,0.048,4.5,0.29,32.1,正常,0
HZ000455,杭州,钱塘区,下沙社区,2026-08-02 10:00,0.016,1.4,0.36,28.3,正常,0
HZ000456,杭州,临平区,星桥社区,2026-08-06 01:00,0.014,1.0,0.34,27.6,正常,0
HZ000457,杭州,西湖区,三墩新天地,2026-08-05 06:00,0.032,2.8,0.35,27.8,正常,0
HZ000458,杭州,滨江区,钱塘春晓,2026-08-07 02:00,0.027,2.2,0.31,30.4,正常,0
HZ000459,杭州,余杭区,良渚文化村,2026-08-06 09:00,0.128,8.9,0.35,28.9,正常,0
HZ000460,杭州,拱墅区,半山家园,2026-08-03 10:00,0.121,10.0,0.33,28.5,正常,0
HZ000461,杭州,上城区,近江家园,2026-08-03 10:00,0.053,5.3,0.30,28.9,正常,0
HZ000462,杭州,萧山区,宁围佳境,2026-08-02 11:00,0.059,5.8,0.35,33.2,正常,0
HZ000463,杭州,钱塘区,河庄新苑,2026-08-06 16:00,0.067,6.5,0.29,31.8,正常,0
HZ000464,杭州,临平区,南苑小区,2026-08-06 19:00,0.077,7.6,0.39,30.6,正常,0
HZ000465,杭州,西湖区,转塘家园,2026-08-05 08:00,0.142,9.5,0.31,28.4,正常,0
HZ000466,杭州,滨江区,钱塘春晓,2026-08-04 18:00,0.071,7.0,0.31,29.4,正常,0
HZ000467,杭州,余杭区,良渚文化村,2026-08-06 10:00,0.114,8.7,0.36,27.2,正常,0
HZ000468,杭州,拱墅区,湖墅家园,2026-08-06 17:00,0.023,1.7,0.37,33.6,正常,0
HZ000469,杭州,上城区,采荷小区,2026-08-03 03:00,0.018,1.4,0.30,27.1,正常,0
HZ000470,杭州,萧山区,北干社区,2026-08-02 18:00,0.029,2.5,0.35,29.5,正常,0
HZ000471,杭州,钱塘区,河庄新苑,2026-08-02 14:00,0.145,10.3,0.31,33.5,正常,0
HZ000472,杭州,临平区,星桥社区,2026-08-03 10:00,0.025,2.0,0.37,30.1,正常,0
HZ000473,杭州,西湖区,三墩新天地,2026-08-01 00:00,0.003,0.3,0.37,29.1,正常,0
HZ000474,杭州,滨江区,白马湖社区,2026-08-07 10:00,0.023,2.0,0.36,27.8,正常,0
HZ000475,杭州,余杭区,良渚文化村,2026-08-05 03:00,0.004,0.3,0.38,31.0,正常,0
HZ000476,杭州,拱墅区,运河新城社区,2026-08-06 10:00,0.109,7.0,0.36,28.3,正常,0
HZ000477,杭州,上城区,采荷小区,2026-08-05 01:00,0.004,0.3,0.37,29.6,正常,0
HZ000478,杭州,萧山区,北干社区,2026-08-06 02:00,0.030,2.0,0.34,30.6,正常,0
HZ000479,杭州,钱塘区,下沙社区,2026-08-07 20:00,0.046,4.1,0.38,30.5,正常,0
HZ000480,杭州,临平区,塘栖人家,2026-08-03 01:00,0.032,2.1,0.31,29.2,正常,0
HZ000481,杭州,西湖区,三墩新天地,2026-08-06 05:00,0.005,0.4,0.30,27.9,正常,0
HZ000482,杭州,滨江区,江南花园,2026-08-04 18:00,0.080,5.2,0.35,29.1,正常,0
HZ000483,杭州,余杭区,良渚文化村,2026-08-01 04:00,0.001,0.1,0.32,28.7,正常,0
HZ000484,杭州,拱墅区,大关小区,2026-08-07 22:00,0.063,4.8,0.34,27.9,正常,0
HZ000485,杭州,上城区,望江新园,2026-08-05 21:00,0.152,10.4,0.38,28.2,正常,0
HZ000486,杭州,萧山区,北干社区,2026-08-04 10:00,0.097,8.2,0.37,28.5,正常,0
HZ000487,杭州,钱塘区,江东家园,2026-08-06 17:00,0.139,9.0,0.34,33.6,正常,0
HZ000488,杭州,临平区,塘栖人家,2026-08-04 10:00,0.044,3.4,0.29,29.7,正常,0
HZ000489,杭州,西湖区,翠苑小区,2026-08-06 21:00,0.116,8.8,0.35,29.2,正常,0
HZ000490,杭州,滨江区,钱塘春晓,2026-08-02 00:00,0.008,0.6,0.35,28.7,正常,0
HZ000491,杭州,余杭区,仓前家园,2026-08-07 08:00,0.112,8.2,0.34,27.2,正常,0
HZ000492,杭州,拱墅区,半山家园,2026-08-01 23:00,0.069,5.8,0.51,29.0,异常,1
HZ000493,杭州,上城区,近江家园,2026-08-05 16:00,0.048,3.6,0.36,30.9,正常,0
HZ000494,杭州,萧山区,钱江世纪城社区,2026-08-01 17:00,0.025,1.7,0.30,31.4,正常,0
HZ000495,杭州,钱塘区,大学城北社区,2026-08-04 15:00,0.111,9.6,0.33,33.1,正常,0
HZ000496,杭州,临平区,星桥社区,2026-08-07 21:00,0.104,8.0,0.39,30.8,正常,0
HZ000497,杭州,西湖区,文新社区,2026-08-06 22:00,0.078,7.0,0.33,30.6,正常,0
HZ000498,杭州,滨江区,江南花园,2026-08-01 16:00,0.123,8.5,0.34,33.3,正常,0
HZ000499,杭州,余杭区,闲林山水,2026-08-04 15:00,0.149,10.1,0.35,30.0,正常,0
HZ000500,杭州,拱墅区,半山家园,2026-08-01 16:00,0.106,8.3,0.33,33.9,正常,0
HZ000501,杭州,上城区,丁兰社区,2026-08-02 00:00,0.020,1.8,0.29,29.5,正常,0
HZ000502,杭州,萧山区,湘湖家园,2026-08-05 19:00,0.146,9.8,0.39,30.1,正常,0
HZ000503,杭州,钱塘区,大学城北社区,2026-08-02 18:00,0.050,3.2,0.38,27.6,正常,0
HZ000504,杭州,临平区,星桥社区,2026-08-04 16:00,0.055,4.5,0.29,30.5,正常,0
HZ000505,杭州,西湖区,转塘家园,2026-08-01 08:00,0.137,9.1,0.38,29.4,正常,0
HZ000506,杭州,滨江区,江南花园,2026-08-06 18:00,0.081,5.9,0.29,30.0,正常,0
HZ000507,杭州,余杭区,闲林山水,2026-08-05 10:00,0.056,4.2,0.32,29.6,正常,0
HZ000508,杭州,拱墅区,运河新城社区,2026-08-03 16:00,0.011,1.0,0.34,32.4,正常,0
HZ000509,杭州,上城区,望江新园,2026-08-01 19:00,0.080,7.2,0.37,29.5,正常,0
HZ000510,杭州,萧山区,宁围佳境,2026-08-07 14:00,0.119,7.9,0.29,32.2,正常,0
HZ000511,杭州,钱塘区,河庄新苑,2026-08-01 10:00,0.111,10.1,0.39,27.1,正常,0
HZ000512,杭州,临平区,乔司家园,2026-08-01 03:00,0.013,1.3,0.34,28.7,正常,0
HZ000513,杭州,西湖区,文新社区,2026-08-02 02:00,0.019,1.8,0.30,30.2,正常,0
HZ000514,杭州,滨江区,江南花园,2026-08-06 00:00,0.025,1.8,0.31,30.1,正常,0
HZ000515,杭州,余杭区,仓前家园,2026-08-01 18:00,0.053,3.7,0.32,29.3,正常,0
HZ000516,杭州,拱墅区,大关小区,2026-08-01 11:00,0.112,8.6,0.35,31.8,正常,0
HZ000517,杭州,上城区,望江新园,2026-08-01 00:00,0.018,1.1,0.38,29.1,正常,0
HZ000518,杭州,萧山区,宁围佳境,2026-08-07 12:00,0.116,8.9,0.29,30.3,正常,0
HZ000519,杭州,钱塘区,江东家园,2026-08-06 19:00,0.098,9.4,0.36,28.5,正常,0
HZ000520,杭州,临平区,塘栖人家,2026-08-04 22:00,0.044,3.2,0.36,29.9,正常,0
HZ000521,杭州,西湖区,文新社区,2026-08-06 13:00,0.011,1.0,0.34,30.4,正常,0
